location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
56,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,26.99551049767495
72,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,14.555143798428036
US,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,6954.060042016422
01,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,89.18269936229784
02,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,7.97562925613288
04,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,742.5365231926681
05,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,56.93792821500244
06,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,649.3704780996704
08,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,151.74962380716295
09,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,62.42987740520161
10,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,21.786919793244902
11,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,23.027358182057366
12,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,316.78443358452324
13,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,87.18392508173801
15,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,16.633389385365675
16,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,22.457398296585218
17,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,271.3784430865597
18,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,178.26573344827506
19,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,48.661366973394806
20,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,55.45060503646811
21,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,93.14302319491149
22,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,65.75890288184229
23,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,25.68092502307359
24,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,81.4937906060492
25,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,387.7683822389312
26,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,484.8263069442123
27,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,231.74938714429774
28,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,43.66916503228859
29,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,187.44874320969106
30,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,21.591209589812774
31,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,28.285898879588117
32,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,30.6216673012695
33,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,27.901295847420794
34,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,79.45835074079751
35,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,119.88963833247219
36,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,430.70406740922556
37,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,160.21273654350773
38,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,18.217730460851673
39,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,303.92847961882194
40,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,66.19305586274027
41,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,58.47884946937127
42,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,1086.8735621177282
44,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,32.562021486674425
45,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,66.459590413483
46,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,36.286676991956504
47,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,106.94834149337288
48,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,265.2382737562617
49,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,55.96370674168011
50,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,18.499064559973437
51,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,83.09998211699533
53,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,90.98487742256202
54,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,154.42684685481973
55,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,146.73905092714642
56,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,38.7832081854175
72,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,23.746696463271785
US,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.5,8290.770004660999
01,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,86.57065674528077
02,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,7.778231687399754
04,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,730.7716382327101
05,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,57.44936955005721
06,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,649.1649750199707
08,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,150.63794229866457
09,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,60.85768895080331
10,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,21.831016192103075
11,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,22.88869985252527
12,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,319.9576731804784
13,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,89.72755955444802
15,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,17.65648417802181
16,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,22.5185183528131
17,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,271.21382318605015
18,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,173.14625980215087
19,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,47.134887871703135
20,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,55.947766764929916
21,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,91.70132215718638
22,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,62.78710297543604
23,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,25.32853346257612
24,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,82.24458494722998
25,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,392.3210075338412
26,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,488.9884541269074
27,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,226.38848020336832
28,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,43.53413410752642
29,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,192.04995895806383
30,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,21.36588353280325
31,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,27.80100515681526
32,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,30.6216673012695
33,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,31.566867901734593
34,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,92.32578640870675
35,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,123.6422853947637
36,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,426.7251340409842
37,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,158.7246215630069
38,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,18.348738654229866
39,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,299.13205406359424
40,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,65.54827513206823
41,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,57.04579991753392
42,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,1121.398051817376
44,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,34.66359952968795
45,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,64.24793012328814
46,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,36.04213426711149
47,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,106.53634116501647
48,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,264.9672237456368
49,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,55.59616386496568
50,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,18.655807743900727
51,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,83.44618181106999
53,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,94.60115451169088
54,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,156.38444881678979
55,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,145.53655235366722
56,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,39.20685615238514
72,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,23.718268093349586
US,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.5,8347.821564600004
01,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,87.57031727418766
02,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,7.353484964432346
04,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,708.3021794672446
05,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,57.25635337230209
06,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,649.9880422353738
08,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,147.76933610810502
09,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,60.55022776789413
10,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,22.397160002469427
11,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,24.19469047226964
12,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,321.24272566603696
13,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,86.93005781783476
15,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,18.408385130984456
16,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,22.575962810936932
17,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,281.0235292772486
18,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,170.67535266798805
19,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,46.034492836039874
20,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,55.76013949167988
21,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,91.01404008989515
22,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,61.5932364156229
23,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,24.439378486924706
24,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,77.88180480518865
25,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,391.99218676011117
26,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,475.3952903726203
27,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,217.77472328638927
28,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,43.48474758491775
29,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,191.86211764731374
30,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,21.912593621558816
31,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,26.88557875663173
32,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,30.492797996935774
33,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,32.1091647246827
34,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,114.38207358209874
35,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,120.64522777236405
36,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,421.0781013440612
37,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,150.67505071526588
38,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,18.216576247363452
39,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,289.0689594884465
40,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,67.4456166405018
41,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,58.08934732026362
42,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,1133.7666251172698
44,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,34.700631183126156
45,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,64.00344030699709
46,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,36.88105358219771
47,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,104.82514051138973
48,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,265.19236980546776
49,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,54.913942522326025
50,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,18.585864052928986
51,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,83.08753950868109
53,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,98.83359545724515
54,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,159.0994028493582
55,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,145.10617283305805
56,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,41.71650085242031
72,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,24.620837321441915
US,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.5,8226.032513196795
01,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,87.74771443818848
02,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,7.2037184451425915
04,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,678.5553796456088
05,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,57.27858646957748
06,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,657.317266018319
08,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,143.9318459965573
09,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,60.270263273671844
10,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,22.482784809993586
11,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,24.844150159434943
12,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,318.20108442471087
13,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,89.08834872914952
15,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,18.814569698335514
16,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,22.773182421850407
17,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,281.12914713391706
18,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,167.5624753403596
19,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,45.80969979372071
20,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,55.781751842789824
21,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,89.08769887875555
22,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,61.8661915126527
23,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,23.716990292806347
24,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,75.02535021923846
25,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,380.0452609051635
26,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,464.63894807123177
27,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,212.72348535415762
28,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,42.61942966416452
29,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,186.88538829026137
30,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,21.72809520457691
31,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,26.880595842015953
32,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,30.062831766982935
33,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,31.368468871412297
34,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,119.6157231687729
35,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,117.35939571884808
36,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,412.3948409376144
37,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,147.50009850209642
38,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,18.25632583667322
39,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,283.65964060581126
40,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,66.1710921645614
41,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,57.85873407628792
42,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,1122.2951757841058
44,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,34.47021699800647
45,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,63.18632307687252
46,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,35.900637480733444
47,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,102.67037304200862
48,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,262.23744597477497
49,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,53.61235126699138
50,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,18.13898941719681
51,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,83.8745596166361
53,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,100.12305715825269
54,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,154.69516612803372
55,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,142.31955270914196
56,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,40.81377749518455
72,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,25.475930293753056
US,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.5,8046.039334800916
01,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,103.69326276845322
02,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,10.461648827791139
04,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,865.2349219739588
05,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,63.65781102829291
06,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,693.4998103028529
08,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,165.6845689725483
09,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,92.34210593018172
10,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,27.024501162490264
11,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,30.453021699592583
12,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,370.4985463950078
13,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,99.49295061227066
15,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,21.921714782053083
16,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,25.182050587945607
17,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,306.17353836222327
18,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,208.10109546134635
19,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,58.284746495269175
20,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,67.93924562386086
21,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,119.83533751027349
22,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,86.22021788161219
23,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,29.84952663347971
24,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,101.71404881932882
25,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,423.9413812156596
26,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,534.3665763580905
27,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,243.26621142899774
28,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,56.34417640747141
29,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,214.81271088904847
30,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,24.961407251292275
31,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,36.08144752706179
32,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,38.25472489511214
33,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,37.73233307579027
34,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,83.16305193446833
35,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,144.90359330557976
36,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,482.4146645151203
37,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,171.183042282632
38,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,21.247885542544456
39,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,330.1444409384131
40,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,78.28214270946076
41,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,69.56022179461247
42,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,1170.9883223756626
44,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,39.5135765955689
45,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,80.22560388836857
46,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,44.339519808497066
47,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,125.81621982922371
48,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,294.1882549204811
49,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,73.00259842364437
50,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,25.476711522346864
51,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,119.39378506032335
53,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,106.84469647760602
54,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,176.55386883434642
55,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,178.4112388939387
56,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,46.553379704535644
72,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,31.737301091840937
US,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.75,8415.18162195023
01,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,109.11449645197291
02,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,10.121432759850311
04,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,869.7889921592691
05,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,64.15393419872711
06,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,714.0835958260844
08,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,175.40409717013628
09,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,93.97687962817183
10,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,27.937323603078532
11,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,33.588285036777414
12,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,372.8610642206276
13,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,109.5896418064142
15,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,27.83929914564435
16,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,25.632783980088032
17,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,332.46664545572753
18,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,222.1796149133021
19,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,59.08535351562636
20,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,69.01569846290889
21,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,122.2604648049361
22,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,84.55843949385535
23,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,30.39527141320387
24,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,107.61553672510719
25,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,429.5803904578638
26,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,596.1241815099429
27,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,248.1049506719817
28,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,58.01720801953777
29,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,230.0651112910855
30,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,26.762885028284266
31,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,39.00743642224072
32,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,38.64762984307653
33,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,37.09321699521176
34,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,95.24800519522053
35,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,154.71092590492324
36,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,520.7789586258353
37,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,179.73931563096875
38,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,21.748689682881455
39,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,352.84880426987223
40,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,84.92233746670766
41,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,74.1783446545562
42,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,1216.7181095781712
44,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,39.77966413311077
45,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,80.57895836857588
46,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,46.39425290993126
47,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,130.2592127791567
48,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,332.46040479522566
49,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,76.02512468967026
50,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,25.218713164888275
51,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,119.14634123949011
53,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,118.79970373444995
54,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.75,181.3752183829661
