location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
72,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.1,16.79403987384473
US,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.1,5864.513916725403
01,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,48.34199233543423
02,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,4.495391568068955
04,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,499.6851602167081
05,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,31.43131283068595
06,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,289.68257974275616
08,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,83.7112394508752
09,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,41.07050226065059
10,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,12.318562357591759
11,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,12.053084476963695
12,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,197.657857491921
13,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,43.96661891255158
15,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,10.399813317051438
16,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,12.725937668099442
17,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,171.37514293115208
18,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,111.13119020750037
19,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,25.26472625360043
20,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,33.93124012846385
21,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,55.7404315431991
22,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,37.41344159923897
23,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,14.203729175098355
24,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,48.302726540898
25,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,254.68923218406042
26,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,311.4395946221479
27,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,154.133156599306
28,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,22.861278771321242
29,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,118.86778387878383
30,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,8.761622733831976
31,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,17.129235914430065
32,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,15.043079965865807
33,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,17.101039672517217
34,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,31.830163400741448
35,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,77.30022719396773
36,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,286.1203284111118
37,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,83.99598286869085
38,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,9.72782907282225
39,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,175.8312036862473
40,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,40.19146900297369
41,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,30.01640408315996
42,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,721.4885272743186
44,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,17.964441568314953
45,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,33.72692025305381
46,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,18.70085743580902
47,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,57.86937314695832
48,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,163.79348280319186
49,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,38.75108908624146
50,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,10.745836424801576
51,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,31.136748946147474
53,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,55.35197858067847
54,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,91.84651119746574
55,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,95.32218510126982
56,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,22.98956305784984
72,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,15.123775246046199
US,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.1,5590.568034623827
01,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,39.95581759907785
02,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,3.763032634863201
04,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,422.38594260404267
05,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,25.669434312389498
06,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,203.75628282237318
08,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,72.15267787268894
09,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,33.37216056289737
10,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,10.531769169259523
11,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,11.62720407606748
12,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,185.3684678669283
13,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,42.44633874151544
15,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,10.00127568376782
16,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,10.769024682926696
17,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,154.42914066783257
18,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,93.19389083762519
19,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,18.03628470455102
20,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,27.987044769421345
21,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,44.972998898855
22,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,27.36496420539256
23,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,12.061888469840742
24,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,38.50593484849262
25,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,222.01984921145555
26,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,274.46856182462085
27,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,118.91502628814061
28,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,19.103612112966125
29,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,102.26793091021048
30,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,9.201098579553747
31,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,14.201234618588112
32,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,10.593099410445992
33,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,14.453603319305687
34,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,29.601934335731265
35,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,70.27748207410153
36,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,258.05088986458105
37,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,67.60287751192925
38,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,8.582667327783087
39,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,148.25508037439846
40,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,33.255173298190094
41,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,27.510481622585832
42,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,616.3938234714324
44,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,16.154995837735726
45,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,25.732340336893582
46,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,16.417033210685535
47,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,47.26622436229556
48,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,154.89786282566544
49,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,31.550078467630268
50,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,10.240825128413736
51,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,23.7987819576043
53,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,51.32879334895201
54,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,87.61689060503555
55,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,81.75373228741667
56,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,23.278516302300435
72,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,12.559391047385677
US,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.1,4776.992472163407
01,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,61.91805121766082
02,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,6.140132609087114
04,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,712.958482696303
05,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,43.85883245120221
06,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,522.111708102527
08,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,124.74188678614443
09,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,61.683646121612554
10,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,16.748065567397866
11,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,17.729404688677775
12,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,221.10141915239942
13,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,57.86441309066938
15,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,10.773546468824753
16,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,15.992748024018907
17,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,240.92314585231685
18,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,164.04053643136783
19,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,38.52409613576353
20,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,45.02637234338945
21,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,89.28893986685367
22,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,56.5998022564585
23,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,18.506425595115196
24,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,66.65305985878845
25,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,360.95305987850116
26,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,413.93565367754013
27,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,223.68258019466438
28,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,30.06963492318159
29,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,167.22694955715443
30,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,15.166679897684865
31,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,21.773333499113228
32,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,23.1601974597825
33,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,19.29817368551153
34,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,38.758563950754215
35,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,103.42449284651663
36,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,363.8362186969947
37,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,113.465140998128
38,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,13.633807068627586
39,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,208.58011198802728
40,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,51.04446915509955
41,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,49.87497435172426
42,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,959.439657456209
44,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,23.81260314044718
45,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,58.10599817253792
46,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,25.427567221545708
47,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,97.86680708107912
48,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,208.1326523866578
49,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,54.98488370425417
50,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,15.659605173309433
51,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,74.08413334797427
53,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,78.6841307535667
54,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,126.36376975459302
55,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,133.6451012610606
56,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,29.332379959033624
72,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,18.104131423580323
US,2024-11-30,0,2024-11-30,wk inc covid hosp,quantile,0.25,7184.201355232679
01,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,60.72411707241664
02,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,5.777700213188005
04,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,684.8436489824154
05,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,44.23016607914144
06,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,506.9827791780913
08,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,116.49420321394977
09,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,60.14524169385238
10,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,16.20454658298312
11,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,18.259068757450745
12,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,223.00591375327843
13,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,57.24444773772039
15,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,11.45400884104062
16,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,15.741270752675177
17,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,236.65914085986148
18,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,157.42748550627883
19,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,37.237998011434286
20,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,44.12083566372789
21,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,82.80593140840212
22,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,54.7413317472139
23,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,19.025004963059168
24,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,64.53725775896565
25,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,365.4708536751245
26,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,409.70756685984077
27,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,218.78258777338263
28,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,30.546513627833196
29,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,167.0283561378373
30,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,14.191584716435822
31,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,21.71155547775258
32,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,22.290993945829847
33,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,20.739267715741992
34,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,48.608238246114915
35,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,104.01229154828046
36,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,365.79380397524744
37,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,115.37943385022007
38,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,13.123738004389265
39,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,213.10454402194378
40,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,49.49860070350163
41,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,46.772998923085304
42,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,940.2976141120921
44,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,24.3653181751027
45,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,54.94604210889636
46,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,26.00413944837036
47,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,91.60701830196042
48,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,202.68623888023822
49,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,54.86087438314201
50,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,15.774697715032731
51,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,54.65781016954108
53,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,74.8908728663369
54,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,128.31669906983376
55,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,130.70918907535528
56,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,29.56840516902182
72,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,17.4713758817232
US,2024-11-30,1,2024-12-07,wk inc covid hosp,quantile,0.25,7092.983486898864
01,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,61.911591345723195
02,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,5.8966914145847324
04,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,586.6919063237503
05,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,45.38673112778171
06,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,472.28643812489884
08,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,110.07613305763054
09,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,56.89264905837547
10,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,15.943324011713864
11,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,19.264318798086602
12,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,223.44356725140938
13,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,59.41882650452917
15,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,13.421252061825225
16,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,16.060476588228397
17,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,230.2578053924663
18,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,160.23131702823997
19,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,36.41870194651598
20,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,43.949660393382125
21,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,85.39252777659883
22,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,55.166763633744225
23,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,18.534393226896718
24,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,65.49305922715709
25,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,366.17007296645147
26,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,392.77864444336245
27,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,208.7203819853497
28,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,31.16636406241692
29,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,163.516062191437
30,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,14.640826649929561
31,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,21.211378159695702
32,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,20.473031756150746
33,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,20.25403868879134
34,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,53.216077290755564
35,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,100.63749674621268
36,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,366.3988606251462
37,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,115.65301940580949
38,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,12.62058810903672
39,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,218.34815810541875
40,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,49.806598320560894
41,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,44.88106061001876
42,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,896.5500663180504
44,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,24.182983161549334
45,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,55.076146199504194
46,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,26.148060237698328
47,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,86.80489587101962
48,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,210.04079908109807
49,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,54.65093099687205
50,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,14.5244076060784
51,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,52.314467957994786
53,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,74.06308120801341
54,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,126.37869383299736
55,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,130.36834803725282
56,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,28.413438031217442
72,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,15.601956502535328
US,2024-11-30,2,2024-12-14,wk inc covid hosp,quantile,0.25,7112.676345083315
01,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,61.45415532542978
02,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,5.582054787714361
04,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,546.6626281692943
05,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,43.85271675105865
06,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,438.62244567120007
08,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,101.5018390735237
09,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,51.93628354959156
10,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,15.313894595944923
11,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,18.94264569241649
12,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,222.730425103908
13,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,58.316321526403186
15,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,13.548950111933623
16,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,15.70236003834635
17,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,214.72446294074393
18,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,148.83025615201458
19,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,33.743921432087106
20,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,41.33246545412037
21,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,79.07790752311368
22,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,51.57784078959512
23,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,16.71536777148876
24,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,62.52941341020343
25,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,363.01998214941426
26,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,384.1891619671028
27,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,202.8987006738501
28,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,30.065243908577187
29,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,150.01427377971078
30,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,14.608609131065094
31,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,19.894790243629107
32,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,19.522025251523015
33,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,19.382964391716527
34,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,54.51558298114408
35,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,97.5099272581897
36,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,359.63810326539857
37,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,109.20532490691647
38,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,11.60107301725873
39,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,212.09929612947383
40,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,47.65033047805645
41,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,39.57541933470121
42,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,870.5807127124549
44,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,22.671387210868335
45,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,49.55920197356777
46,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,24.460659071764717
47,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,82.51323426464513
48,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,202.2058248714926
49,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,50.90596410335944
50,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,14.015627429999766
51,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,48.80575594301886
53,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,69.18057243653605
54,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,123.18671476053802
55,2024-11-30,3,2024-12-21,wk inc covid hosp,quantile,0.25,121.92473043438392
